drama_id,drama_type,video_num,last_num_position,drama_cover_url,drama_name,drama_desc
84,0,80,80,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649473538109442_new_17308152681167107.jpg,龙腾四海, 《龙腾四海》是一部聚焦女性情感题材的网络短剧，通过女主角伍荔的婚姻经历，探讨如何平衡物质与精神、理想与现实等多重议题。剧中，伍荔经历了多次婚姻的波折与挑战，但她从未放弃对美好感情和婚姻的追求。她勇于面对自己的情感需求，不畏人言，不因离婚而感到羞耻或失败，将每一次的婚姻经历视为成长的机会，对每一次选择负责。面对社会与父母的期待与压力，伍荔始终关注自己内心的声音，展现了女性在情感与生活中的挣扎与成长。
75,0,100,100,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-07/768x1536_output_video_1853642753168830466_17310169252092447.jpg,真千金又美又飒, 《真千金又美又飒》是一部都市爱情犯罪题材的网络短剧，讲述了苏芊芊这个角色的故事。苏芊芊本是周家失散多年的千金，却因一场误会而命运多舛。在苏母的操纵下，周念取而代之，为了自己的虚荣和爱情，让苏芊芊背负了买凶伤人的罪名。四年后，夏斯齐归来，他一面折磨着苏芊芊，用她的痛苦来弥补自己的伤痕；一面又在无尽的恨意中，无法抗拒深深的爱意。在误会与仇恨交织中，两人的关系愈发扑朔迷离。
85,0,66,66,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-07/768x1536_output_video_1853642754131275778_1731016781471269.jpg,致命妻子, 《致命妻子》是一部66集的网络短剧，剧情主要讲述了女主角乔星在结婚当天被绑架，逃出后昏迷不醒，原来这一切都是闺蜜顾佳人和未婚夫安嘉何一手策划的。两年后，乔星从昏迷中醒来，开始了复仇之路
6,0,100,100,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649476952272897_new_1730815391363844.jpg,彩票中了十亿老婆要和我离婚, 《彩票中了十亿老婆要和我离婚》是一部网络短剧，讲述了隐身神豪何西的故事。何西是一位愿意在家做饭服侍老婆的男士，但他也难以抵挡彩票的魅力。一天，他意外中了10亿彩票大奖，这笔意外之财却让他的生活陷入了混乱。他的妻子对他的买彩票行为表示不满，质疑他是否真的会中奖。随着剧情发展，何西和妻子之间的矛盾逐渐显现，他们的婚姻也因此面临考验。这部剧以其独特的题材和紧张的剧情吸引了观众的注意，展现了当巨额财富突然降临时，对个人生活和家庭关系的影响。
91,0,100,100,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-07/768x1536_output_video_1853642755955671042_17310161300308053.jpg,天下第二 , 《天下第二》是一部以武侠为背景的网络短剧，共100集。该剧讲述了京东镖局大当家松三爷的故事。松三爷的爷爷曾经获得过天下第一的称号，但到了他这一代，镖局祖业已经败落，负债累累。松三爷一度想要一死了之，但在比武中不断取胜，再加上与艳玲的关系不断加深，逐渐增强了获胜的信心。最终，他不仅获得了比武大会的冠军，而且破坏了日本人的阴谋，俘获了艳玲姑娘的芳心。
70,0,100,100,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649479171059713_new_17308141516005027.jpg,黄金神眼, 网络短剧《黄金神眼》是一部包含动作、悬疑和犯罪元素的作品，共98集。剧情主要围绕李家与王家的恩怨情仇展开，两家原本是世交好友，却因一场误会导致关系破裂。多年后，李家大儿子成为成功商人，而王家小儿子则成为著名医生。当李家大儿子突患重病，全城医生束手无策时，他不得不求助于王家小儿子。尽管心存芥蒂，小儿子仍义无反顾地为其手术，成功挽救其生命。术后，李家大儿子深感愧疚与感激，决定与王家重修旧好，两家恩怨终得化解。剧情中穿插着许多意想不到的反转与情感纠葛，每一集都充满悬念与冲突。同时，《黄金神眼》也探讨了人性中的宽容、救赎与成长，展现了角色在面对困境时的勇气与智慧。整部剧节奏紧凑，情节跌宕起伏，让观众在享受悬疑刺激的同时，也能感受到人性的温暖与力量。
57,0,100,100,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-07/768x1536_output_video_1853642758088749058_17310120102759285.jpg,公主殿下制霸超模圈, 冀州公主被迫嫁给帝君，大婚之日绝望自尽。刹那间，竟穿越到现代，摇身一变成为制霸超模圈的一线明星。光芒背后，前世记忆如影随形。她该如何面对全新人生？又能否解开前世纠葛？一场跨越时空的恩怨纠葛就此展开。
61,0,101,101,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1853618005321502722_new_17308139597465787.jpg,结婚当天新郎重生了$结婚一百零一次, 白大卫与妻子协议假结婚，各有目的。然而，在结婚当天，意外降临，白大卫竟重生了。他看着眼前熟悉又陌生的婚礼场景，心中满是震惊与困惑。这场假结婚该如何继续？重生又会给他带来怎样的改变？命运的齿轮重新转动，一段充满悬念与惊喜的故事即将展开，带你一同走进白大卫的奇妙人生之旅。
50,0,105,105,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649457608142850_new_17308139007140362.jpg,光辉岁月$恭喜发财, 《光辉岁月$恭喜发财》是一部融合了穿越、喜剧与励志元素的网络短剧。该剧讲述了一位现代青年意外穿越到古代，成为一位县令的故事。他凭借现代知识和智慧，在古代社会中大展拳脚，不仅改善了当地民生，还巧妙解决了诸多难题，赢得了百姓的爱戴。剧中，主角利用几百根钢筋等现代工具，将原本弱小的衙役训练成一支战斗力强悍的队伍，成功抵御了土匪的侵袭，成为了百姓心中的英雄。同时，他也经历了从被质疑到被接纳，再到深受爱戴的转变过程，展现了人性的光辉与成长。此外，《光辉岁月$恭喜发财》还穿插了丰富的喜剧元素，主角与身边人的互动幽默风趣，令人捧腹。而“恭喜发财”这一元素则贯穿全剧，寓意着无论时代如何变迁，人们对美好生活的向往和追求始终不变。总之，《光辉岁月$恭喜发财（105集）》是一部集穿越、喜剧、励志于一体的网络短剧，剧情紧凑、情节跌宕起伏，值得一看。
89,0,89,89,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-07/768x1536_output_video_1853642760891305985_17310060867612689.jpg,你是长夜也是烟火, 《你是长夜也是烟火》是一部网络短剧，首发在抖音短剧平台上。该剧由陆慎行和白芷晴主演，讲述了白氏千金白芷晴的故事。白芷晴不仅外表美丽，性格也温柔优雅、成熟稳重，但即将订婚。剧中描述了白芷晴在准备订婚的过程中，与男主角陆慎行之间的一系列情感纠葛和故事发展。
19,0,77,77,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-07/768x1536_output_video_1853642762186584066_17310099867485843.jpg,逃婚后被总裁宠上瘾, 《逃婚后被总裁宠上瘾》是一部在网络短剧，由司念主演。该剧讲述了一个送外卖的男人和骑机车的女人意外相撞的故事。在这次意外中，女人询问男人是否需要去医院，并提出赔偿手机损失。男人最初要求赔偿一万，但女人发现余额不足，随后男人降低要求至二百，结果女人的账户依旧显示余额不足。就在这时，有人追赶过来，男人为了躲避追赶，突然拉住女人并亲吻了她，以此作为让她帮忙的条件。这部剧以其紧凑的剧情和引人入胜的情节获得了观众的喜爱。
58,0,69,69,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649454139453442_new_17308138909938116.jpg,替嫁傻女是大佬," 《替嫁傻女是大佬》是一部讲述了女主角夏安安在遭受继母和继姐的陷害后，被迫替嫁给c市顶流贵族薄家的大少爷薄寒爵的故事。三年前，夏安安被继母陈慧欣骗着喝下某种药物，从此变成了傻子，整天痴傻度日。在被继母和继姐计划嫁给双腿残废、没有生育能力的薄寒爵时，夏安安意识到薄家反而成为了她的避风港。

夏安安在薄家醒来时，发现自己的身体状况非常糟糕，长期被注射药剂导致各个器官都有不同程度的衰竭，尤其是心和肺。她意识到如果不给她时间恢复，她活不过三年。夏安安决定继续装傻，因为一旦继母和继姐知道她现在的情况，她们会想方设法弄死自己。

在薄家，夏安安遇到了薄寒爵，一个坐在轮椅上、外表冷漠的男人。尽管医生宣布夏安安可能活不过半年，但夏安安依然利用自己的智慧和勇气，试图在薄家找到生存的机会，并寻求报仇的机会。这部剧展现了夏安安如何在逆境中挣扎求生，以及她与薄寒爵之间错综复杂的关系。"
41,0,83,83,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-07/768x1536_output_video_1853642764133502978_17310102569055965.jpg,小甜妻她又娇又撩, 《小甜妻她又娇又撩》是一部由温冉主演的网络短剧，共83集。该剧讲述了女主角故意伪装自己，声称自己是来面试设计师助理的林池。在面试过程中，她展现出自己的才华，透露自己实际上是珠宝设计大赛的第一名，并且面试官桌上的设计作品都是她亲手设计的。剧中的男主角颜妄舒，是女主角十年前就认识的人，两人之间有着深厚的情感纠葛。故事从女主角手里拿着祖传的宝盒站在爷孙俩面前开始，引出了一系列关于家族、爱情和珠宝设计的故事。
62,0,90,90,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-07/768x1536_output_video_1853642764965036034_17310159286029725.jpg,一飞冲天，神眼天医, 《一飞冲天，神眼天医》是一部现代都市题材的励志短剧，共90集。故事围绕年轻有为的医生李飞展开，他拥有一双能够透视人体疾病的神奇眼睛，被誉为“神眼”。在医院工作中，李飞凭借这一特殊能力救治了众多病人，逐渐在业界崭露头角。然而，他也面临着医患矛盾、情感纠葛等挑战。剧中，李飞的青梅竹马林婉儿始终陪伴在他身边，两人的感情在经历种种波折后更加坚定。同时，李飞的师傅张大山，一位医术高超的老中医，也在关键时刻给予他指导和支持。剧情紧凑，跌宕起伏，不仅展现了李飞如何运用神奇眼睛救治病人的过程，还深入探讨了医疗行业的现实问题以及人性的光辉与温暖。在经历一系列冒险和挑战后，李飞最终成长为一代受人尊敬的天医，他的故事激励着观众勇敢追求梦想，面对生活中的种种挑战。整部短剧充满正能量，引人入胜。
74,0,95,95,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649361495666689_new_17308126826782398.jpg,我家龙崽上热搜了, 在古老而神秘的城市中，年轻艺术家意外发现一本魔法画册。画册中记载着神秘咒语，可让画中人物跃然纸上。一次偶然，他念出咒语，画中角色纷纷走出画作，融入现实。他们带来奇幻色彩的同时，也引发了一系列意想不到的故事。艺术家在这个过程中，与画中人物共同经历冒险，面对未知挑战。古老城市因魔法画册而变得更加充满魅力，他们能否在奇幻之旅中找到平衡与答案？一场融合神秘与奇幻的冒险就此展开。
25,0,101,101,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-08/768x1536_output_video_1853642767442046977_17310809420261493.jpg,悬崖上的黑玫瑰, 《悬崖上的黑玫瑰》讲述了一个充满阴谋与复仇的故事。十六年前，一对贪婪的夫妻为获取保险金，竟狠心将双胞胎推下悬崖。然而，命运弄人，女儿奇迹般存活。十六年后，她带着满腔仇恨归来，化身为家庭教师潜入曾经的家。她步步为营，在复仇的道路上，内心却饱受煎熬。爱与恨的交织，正义与邪恶的较量，她能否成功复仇？又能否在仇恨中找到救赎？一场惊心动魄的复仇大戏，即将上演。
95,0,99,99,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649365249568769_new_17308126780760584.jpg,新：大夏神主, 在神秘奇幻的古老城市里，年轻艺术家陆远偶然发现一本古老魔法画册。册中记载着神奇咒语，能让画中人物来到现实。无意间，陆远念出咒语，画中角色逐一走出画作。他们的出现打破了城市的宁静，开启了一段奇妙冒险。陆远在与画中人物的互动中，不断探索未知。古老城市因他们变得更加神秘多彩，而陆远也面临着诸多挑战与抉择。他能否掌控这神奇的魔法力量？又将带领画中人物走向何方？一场奇幻之旅就此展开。
26,0,100,100,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649365811605506_new_173081285769007.jpg,全球污染，我靠矿泉水成为首富, 穷小伙为了展示实力，竟把一垃圾袋矿泉水倒在了桌子上，不料此举却震惊了所有人，有人甚至拿出了价值百亿的尊贵黑卡请求交换。原来全世界都遭到了核废水的污染，而矿泉水就成了堪比黄金的存在..
51,0,84,84,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-07/768x1536_output_video_1853642770245664769_17310075695944984.jpg,新斩神, 男人隐藏龙主身份在路边吃火锅，性感美女前来搭讪却被他不解风情拒绝。富二代见状嚣张上前，让男人腾座位。男人不为所动，一场冲突即将爆发。在这看似平凡的路边场景中，龙主身份究竟何时展露？富二代又将面临怎样的后果？紧张的氛围弥漫，精彩故事就此展开，让人期待男人接下来的举动。
1,0,100,100,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649424989040642_new_17308143563423262.jpg,重启2048，开局囤亿万物资, 2048 年，陨石携太空病毒坠落。三年后，吕林找寻物质时陷入危机。女友被黑帮老大凌辱，他却开心笑起还与美女斗地主。黑帮老大欲用大锤砸女友，手下因女貌美劝留一命。在这充满危机的世界，吕林的行为令人费解。他为何如此？女友命运又将如何？紧张局势下，一场惊心动魄的故事即将展开，充满悬念与未知。
2,0,99,99,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-08/768x1536_output_video_1853642772401537025_17310667684544911.jpg,难哄$千金别惹火, 女人为男友庆生却发现他背叛，心如死灰去水吧买醉。在意识不清时竟碰到意外。次日醒来，看清身边人后大吃一惊。命运的转折让她陷入尴尬与迷茫。这段意外的邂逅会带来怎样的故事？女人又将如何面对这复杂的局面？在情感的漩涡中，她的未来充满未知，一场关于爱与抉择的短剧即将拉开帷幕。
66,0,100,100,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649368567263234_new_17308128461625125.jpg,闪婚高冷女总裁, 龙国第一战神林战天，厌倦杀戮，假死退隐恢复本名林晨，而被迫与未婚妻楚氏集团总裁楚曦月协议结婚，楚曦月却心属救命恩人林战天。之后两人经历林战神葬礼入场券、纨绔子弟追求威胁、公司副总裁争斗、恶少绑架报复等一系列事件，双方渐生情愫的故事。
24,0,70,70,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-08/768x1536_output_video_1853642774511398914_17310634303911998.jpg,我的师姐是大佬, 龙涎山河山居，方年身处大厅，东关林家携黄金十万聘礼提亲，北关周氏集团以一万支股权求亲，漠北方家也送来才貌双全的女儿及上亿资产嫁妆。方年看着桌上十本婚约，陷入抉择。各方势力汇聚，情感与利益交织。在这风云变幻之地，方年该何去何从？一场充满悬念与挑战的故事即将展开，令人期待他的抉择与未来的发展。
31,0,96,96,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649371209674753_new_17308138000152857.jpg,卦妃天下, 《卦妃天下》黎国风水大祭司洛泱穿越成天阙国摄政王妃洛柠。她惊觉摄政王傅景宸被迷魂蛊操控，即将沦为行尸走肉，且摄政王府布有引雷阵、聚煞大阵等凶险之物。洛柠凭借风水之术，开启拯救之旅。她能否破解重重危机，改变傅景宸的命运？一场充满奇幻与惊险的故事在摄政王府上演，洛柠能否成为真正的卦妃，掌控天下风水格局？
45,0,81,81,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649374439288834_new_17308136459692242.jpg,我不是神仙, 男主沈仙随手一扔扫帚，强大气息竟化飓风使扫帚悬浮，地上树叶瞬间聚拢成太极八卦图。连他自己都不知武功已达如此恐怖地步。沈仙的神秘力量令人惊叹，他将如何面对这意外展现的强大实力？又会在未知的冒险中经历怎样的挑战？一场充满奇幻与惊喜的旅程即将开启，跟随沈仙一同探索这个充满神秘力量的世界。
54,0,95,95,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649426163445761_new_17308152285176063.jpg,盖世凌天, 云城首富之女遭绑架，关键时刻快递电话打来。无聊的劫匪撕开女人胶带。快递员要求女人亲自签收到付件。女人与快递员周旋，劫匪在旁虎视眈眈。这场意外的快递插曲会给绑架带来怎样的转折？首富之女能否抓住机会逃脱？紧张的局势与意外的发展，让这场绑架充满悬念，一场惊心动魄的故事即将在这特殊场景中展开。
56,0,98,98,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-08/768x1536_output_video_1853642778441461761_17310644665832741.jpg,困爱成囚, 总裁狠心对待豪门千金，以为她伤害自己白月光，用千万投资将其变为床伴百般折辱。却不知她只是豪门养女替罪羊。真正霸凌白月光的心机女在母亲庇护下逍遥。当真相逐渐浮出水面，总裁该如何面对？养女又能否摆脱困境？一场充满误会与挣扎的情感纠葛在豪门上演，他们的命运将走向何方，充满悬念，令人期待后续的发展。
14,0,51,51,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-08/768x1536_output_video_1853642779674587138_17310812009341898.jpg,双面主妇, 杰出企业家被控蓄意杀人，人证为妻子。三个月前全家旅行，妻子目睹丈夫推父亲下悬崖，震惊又冷静。警察介入，故事充满悬念。主妇面临艰难抉择，温文尔雅的丈夫为何如此？她该如何自处？剧集展现家庭与人性的复杂，在真相与情感中挣扎，双面主妇的命运牵动人心，开启一场惊心动魄的揭秘之旅。
60,0,84,84,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-08/768x1536_output_video_1853642780689608706_17310688449580526.jpg,逃离博物馆, 小女孩施法术让总裁出现在筹备办公室门外。总裁推门而入，竟看到女人骑在人渣导演身上。总裁呵止女人暴力行为，女人慌忙起身。这场意外的相遇充满戏剧性。小女孩的法术、女人与导演的冲突，以及总裁的出现，让故事充满悬念与惊喜。他们之间将发生怎样的故事？一场充满奇幻与情感纠葛的短剧即将展开。
32,0,89,89,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649375613693953_new_17308133998773432.jpg,双宝助攻之傅总甜妻从天降, 5 岁小女孩随妈咪回国找爹地，刚出机场，小男孩晕倒在面前。母女查看无果，女人按名片号码打给小男孩家人。一场奇妙的相遇就此展开。双宝能否成功找到爹地？他们又将面临怎样的故事？在这个充满惊喜与未知的旅程中，甜妻与总裁的命运交织，开启一段浪漫又充满挑战的故事，令人期待他们的发展。
46,0,95,95,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649376645492737_new_17308132086341603.jpg,穆总错爱难收, 穆总曾将她视作蝼蚁，肆意践踏让她替白月光生孩子还债。他不懂自己真心，极端对待。直到她决然离开，他才幡然醒悟。在爱与错的交织中，穆总能否挽回？她又是否会回头？这段充满波折的感情，展现了错爱之痛与追悔莫及。他们的故事充满悬念，在爱与恨的边缘徘徊，开启一场关于真心与救赎的情感之旅。
