"user_id","to_user_id","follow_status","is_mutual_follow_and_partner","view_home_page_cnt","join_party_cnt","message_chat_cnt","voice_chat_cnt","im_single_message_cnt","like_cnt","comment_cnt","reply_comment_cnt","dt"
"6040867447374954978","6040867447374954636","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","3,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374954980","6040867447374958630","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374954985","6040867447374958327","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374954987","6040867447374958750","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955125","6040867447374957320","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955126","6040867447374955720","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955128","6690981082120549795","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955156","6040867447374954810","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867447374955188","6040867447374955162","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867447374955206","6040867447374957273","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955208","6040867447374955204","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867447374955223","6040867447374957215","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955259","6298605102007948490","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955292","6040867447374955764","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955296","6040867447374955758","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955297","6040867447374955701","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955303","6040867447374954965","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867447374955352","6040867447374956637","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867447374955364","6040867447374957265","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955381","6040867447374957277","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955391","6040867447374957250","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955398","6040867447374955430","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955413","6040867447374955396","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955422","6040867447374955404","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955424","6040867447374955404","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955425","6040867447374955405","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955428","7013721245625987290","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955430","6040867447374955438","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955438","6040867447374955430","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955529","6185611556192813108","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955531","6290397625663364991","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955565","6040867447374954506","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867447374955574","6040867447374955443","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","3,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955614","6254231664567916431","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955615","6040867447374955404","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955618","6040867447374955456","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955624","6040867447374955410","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955625","6040867447374955434","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867447374955630","6223829893180269237","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955672","6040867447374955432","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","3,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955677","6040867447374955620","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867447374955696","6223829893180261159","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955696","6254233554353537993","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955700","6271279076960801316","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955702","6247568967700778574","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955704","6227303319132184669","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955706","6214788677784142151","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955706","6224418887815381039","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955709","6226599081934364813","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955712","6206396311687536759","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955712","6215807478386581806","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","4,2024-07-16","4,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955714","6224418887815382020","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955714","6233022325785461292","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955716","6274650591928545593","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955719","6224418887815382669","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955720","6206323056725311530","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","3,2024-07-16","3,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955720","6265743173353756693","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955722","6245597096675565362","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955722","6286869052331575100","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955726","6247571029285098340","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955728","6233022360145208642","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955728","6247570994925355708","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","4,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955731","6040867447374956615","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955732","6202767339200267557","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955737","6040867447374956616","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955737","6245594588414640684","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955737","6287348439401323647","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955738","6230269870223909336","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955738","6233022360145208143","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955741","6247569002060520380","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955741","6293484985594807667","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955741","6299138914903392606","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955741","6306616556045011649","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955742","6233022360145208642","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955742","6254231630208175590","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955744","6040867447374955760","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867447374955745","6229452383328641495","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955746","6206323056725311530","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955746","6223829893180269820","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955746","6226689997802119542","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955746","6254231630208175590","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955747","6227806758018785336","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955750","6227184159559458825","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955751","6232544759781867612","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955751","6237568359690273240","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955751","6254231664567911480","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","3,2024-07-16","3,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955752","6040867447374955748","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867447374955752","6293537281116643088","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955760","6202763903226413826","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955760","6237568290970800205","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955762","6223829893180268942","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955762","6311837277772183869","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","8,2024-07-16","8,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955763","6040867447374956691","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955764","6298535454818244919","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955764","6322342218022770324","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955766","6229452383328641461","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","3,2024-07-16","3,2024-07-16","0,2024-07-16","2024-07-21"
"6040867447374955766","6287351531777790309","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
